Column1,index,protein_external_id,preferred_name,protein_size,"annotation
",nlp_processing,cancer_noun_identification,sent_negative,sent_positive,sent_neutral,cancer,TP,FP,TN,FN,cancer_real_label
135,13768,9606.ENSP00000378217,PRKCD,676,protein kinase c delta type calcium independent phospholipid and diacylglycerol dag dependent serine threonine protein kinase that plays contrasting roles in cell death and cell survival by functioning as a pro apoptotic protein during dna damage induced apoptosis but acting as an anti apoptotic protein during cytokine receptor initiated cell death is involved in tumor suppression as well as survival of several cancers is required for oxygen radical production by nadph oxidase and acts as positive or negative regulator in platelet functional responses negatively regulates b c ,"['protein', 'kinase', 'c', 'delta', 'type', 'calcium', 'independent', 'phospholipid', 'diacylglycerol', 'dag', 'dependent', 'serine', 'threonine', 'protein', 'kinase', 'play', 'contrasting', 'role', 'cell', 'death', 'cell', 'survival', 'functioning', 'pro', 'apoptotic', 'protein', 'dna', 'damage', 'induced', 'apoptosis', 'acting', 'anti', 'apoptotic', 'protein', 'cytokine', 'receptor', 'initiated', 'cell', 'death', 'involved', 'tumor', 'suppression', 'well', 'survival', 'several', 'cancer', 'required', 'oxygen', 'radical', 'production', 'nadph', 'oxidase', 'act', 'positive', 'negative', 'regulator', 'platelet', 'functional', 'response', 'negatively', 'regulates', 'b', 'c']",1,0.204,0.087,0.709,0,0,0,1,0,0
136,13884,9606.ENSP00000378972,SULT1A1,295,sulfotransferase a sulfotransferase that utilizes  phospho  adenylyl sulfate paps as sulfonate donor to catalyze the sulfate conjugation of catecholamines phenolic drugs and neurotransmitters has also estrogen sulfotransferase activity responsible for the sulfonation and activation of minoxidil is mediates the metabolic activation of carcinogenic n hydroxyarylamines to dna binding products and could so participate as modulating factor of cancer risk sulfotransferases cytosolic ,"['sulfotransferase', 'sulfotransferase', 'utilizes', 'phospho', 'adenylyl', 'sulfate', 'pap', 'sulfonate', 'donor', 'catalyze', 'sulfate', 'conjugation', 'catecholamine', 'phenolic', 'drug', 'neurotransmitter', 'also', 'estrogen', 'sulfotransferase', 'activity', 'responsible', 'sulfonation', 'activation', 'minoxidil', 'mediates', 'metabolic', 'activation', 'carcinogenic', 'n', 'hydroxyarylamines', 'dna', 'binding', 'product', 'could', 'participate', 'modulating', 'factor', 'cancer', 'risk', 'sulfotransferases', 'cytosolic']",1,0.1,0.035,0.864,0,0,0,1,0,0
137,13886,9606.ENSP00000378992,SULT1A2,295,sulfotransferase a sulfotransferase that utilizes  phospho  adenylyl sulfate paps as sulfonate donor to catalyze the sulfate conjugation of catecholamines phenolic drugs and neurotransmitters is also responsible for the sulfonation and activation of minoxidil mediates the metabolic activation of carcinogenic n hydroxyarylamines to dna binding products and could so participate as modulating factor of cancer risk sulfotransferases cytosolic ,"['sulfotransferase', 'sulfotransferase', 'utilizes', 'phospho', 'adenylyl', 'sulfate', 'pap', 'sulfonate', 'donor', 'catalyze', 'sulfate', 'conjugation', 'catecholamine', 'phenolic', 'drug', 'neurotransmitter', 'also', 'responsible', 'sulfonation', 'activation', 'minoxidil', 'mediates', 'metabolic', 'activation', 'carcinogenic', 'n', 'hydroxyarylamines', 'dna', 'binding', 'product', 'could', 'participate', 'modulating', 'factor', 'cancer', 'risk', 'sulfotransferases', 'cytosolic']",1,0.107,0.038,0.855,0,0,0,1,0,0
138,13907,9606.ENSP00000379133,APIP,242,methylthioribulose  phosphate dehydratase catalyzes the dehydration of methylthioribulose  phosphate mtru  p into   diketo  methylthiopentyl  phosphate dk mtp  p functions in the methionine salvage pathway which plays a key role in cancer apoptosis microbial proliferation and inflammation may inhibit the casp related inflammatory response pyroptosis the casp dependent apoptotic pathway and the cytochrome c dependent and apaf mediated cell death belongs to the aldolase class ii family mtnb subfamily ,"['methylthioribulose', 'phosphate', 'dehydratase', 'catalyzes', 'dehydration', 'methylthioribulose', 'phosphate', 'mtru', 'p', 'diketo', 'methylthiopentyl', 'phosphate', 'dk', 'mtp', 'p', 'function', 'methionine', 'salvage', 'pathway', 'play', 'key', 'role', 'cancer', 'apoptosis', 'microbial', 'proliferation', 'inflammation', 'may', 'inhibit', 'casp', 'related', 'inflammatory', 'response', 'pyroptosis', 'casp', 'dependent', 'apoptotic', 'pathway', 'cytochrome', 'c', 'dependent', 'apaf', 'mediated', 'cell', 'death', 'belongs', 'aldolase', 'class', 'ii', 'family', 'mtnb', 'subfamily']",1,0.15,0.027,0.823,0,0,0,0,1,1
139,13944,9606.ENSP00000379346,ADNP,1102,activity dependent neuroprotector homeobox protein potential transcription factor may mediate some of the neuroprotective peptide vip associated effects involving normal growth and cancer proliferation zf class homeoboxes and pseudogenes ,"['activity', 'dependent', 'neuroprotector', 'homeobox', 'protein', 'potential', 'transcription', 'factor', 'may', 'mediate', 'neuroprotective', 'peptide', 'vip', 'associated', 'effect', 'involving', 'normal', 'growth', 'cancer', 'proliferation', 'zf', 'class', 'homeobox', 'pseudogenes']",1,0.121,0.163,0.716,0,0,0,0,1,1
140,14013,9606.ENSP00000379762,DKK3,350,dickkopf related protein  antagonizes canonical wnt signaling by inhibiting lrp  interaction with wnt and by forming a ternary complex with the transmembrane protein kremen that promotes internalization of lrp  dkks play an important role in vertebrate development where they locally inhibit wnt regulated processes such as antero posterior axial patterning limb development somitogenesis and eye formation in the adult dkks are implicated in bone formation and bone disease cancer and alzheimer disease by similarity belongs to the dickkopf family ,"['dickkopf', 'related', 'protein', 'antagonizes', 'canonical', 'wnt', 'signaling', 'inhibiting', 'lrp', 'interaction', 'wnt', 'forming', 'ternary', 'complex', 'transmembrane', 'protein', 'kremen', 'promotes', 'internalization', 'lrp', 'dkks', 'play', 'important', 'role', 'vertebrate', 'development', 'locally', 'inhibit', 'wnt', 'regulated', 'process', 'antero', 'posterior', 'axial', 'patterning', 'limb', 'development', 'somitogenesis', 'eye', 'formation', 'adult', 'dkks', 'implicated', 'bone', 'formation', 'bone', 'disease', 'cancer', 'alzheimer', 'disease', 'similarity', 'belongs', 'dickkopf', 'family']",1,0.113,0.075,0.811,0,0,0,0,1,1
141,14160,9606.ENSP00000380734,FAM98B,433,protein famb positively stimulates prmt induced protein arginine dimethylated arginine methylation promotes colorectal cancer cell malignancy trna splicing ligase complex ,"['protein', 'famb', 'positively', 'stimulates', 'prmt', 'induced', 'protein', 'arginine', 'dimethylated', 'arginine', 'methylation', 'promotes', 'colorectal', 'cancer', 'cell', 'malignancy', 'trna', 'splicing', 'ligase', 'complex']",1,0.156,0.277,0.567,0,0,0,0,1,1
142,14222,9606.ENSP00000381104,TM9SF4,642,transmembrane  superfamily member  associates with proteins harboring glycine rich transmembrane domains and ensures their efficient localization to the cell surface regulates the assembly and activity of v atpase in colon cancer cells via its interaction with v type proton atpase subunit h atpvh and contributes to v atpase mediated ph alterations in cancer cells which play an important role in drug resistance and invasiveness of colon cancer cells plays an important role in an atypical phagocytic activity of metastatic melanoma cells called cannibalism and is involved in the ,"['transmembrane', 'superfamily', 'member', 'associate', 'protein', 'harboring', 'glycine', 'rich', 'transmembrane', 'domain', 'ensures', 'efficient', 'localization', 'cell', 'surface', 'regulates', 'assembly', 'activity', 'v', 'atpase', 'colon', 'cancer', 'cell', 'via', 'interaction', 'v', 'type', 'proton', 'atpase', 'subunit', 'h', 'atpvh', 'contributes', 'v', 'atpase', 'mediated', 'ph', 'alteration', 'cancer', 'cell', 'play', 'important', 'role', 'drug', 'resistance', 'invasiveness', 'colon', 'cancer', 'cell', 'play', 'important', 'role', 'atypical', 'phagocytic', 'activity', 'metastatic', 'melanoma', 'cell', 'called', 'cannibalism', 'involved']",1,0.129,0.14,0.731,0,0,0,0,1,1
143,14451,9606.ENSP00000383185,MACC1,852,metastasis associated in colon cancer protein  acts as a transcription activator for met and as a key regulator of hgf met signaling promotes cell motility proliferation and hepatocyte growth factor hgf dependent scattering in vitro and tumor growth and metastasis in vivo ,"['metastasis', 'associated', 'colon', 'cancer', 'protein', 'act', 'transcription', 'activator', 'met', 'key', 'regulator', 'hgf', 'met', 'signaling', 'promotes', 'cell', 'motility', 'proliferation', 'hepatocyte', 'growth', 'factor', 'hgf', 'dependent', 'scattering', 'vitro', 'tumor', 'growth', 'metastasis', 'vivo']",1,0.141,0.153,0.706,0,0,0,0,1,1
144,14771,9606.ENSP00000386143,HEPN1,88,putative cancer susceptibility gene hepn protein hepatocellular carcinoma down regulated  ,"['putative', 'cancer', 'susceptibility', 'gene', 'hepn', 'protein', 'hepatocellular', 'carcinoma', 'regulated']",1,0.328,0,0.672,0,0,0,0,1,1
145,14804,9606.ENSP00000386227,MCC,1019,colorectal mutant cancer protein candidate for the putative colorectal tumor suppressor gene located at q suppresses cell proliferation and the wnt b catenin pathway in colorectal cancer cells inhibits dna binding of b catenin tcf lef transcription factors involved in cell migration independently of rac cdc and p activated kinase pak activation represses the beta catenin pathway canonical wnt signaling pathway in a ccar dependent manner by sequestering ccar to the cytoplasm thereby impairing its ability to inhibit sirt which is involved in the deacetylation and n ,"['colorectal', 'mutant', 'cancer', 'protein', 'candidate', 'putative', 'colorectal', 'tumor', 'suppressor', 'gene', 'located', 'q', 'suppresses', 'cell', 'proliferation', 'wnt', 'b', 'catenin', 'pathway', 'colorectal', 'cancer', 'cell', 'inhibits', 'dna', 'binding', 'b', 'catenin', 'tcf', 'lef', 'transcription', 'factor', 'involved', 'cell', 'migration', 'independently', 'rac', 'cdc', 'p', 'activated', 'kinase', 'pak', 'activation', 'represses', 'beta', 'catenin', 'pathway', 'canonical', 'wnt', 'signaling', 'pathway', 'ccar', 'dependent', 'manner', 'sequestering', 'ccar', 'cytoplasm', 'thereby', 'impairing', 'ability', 'inhibit', 'sirt', 'involved', 'deacetylation', 'n']",1,0.193,0.024,0.783,0,0,0,0,1,1
146,14981,9606.ENSP00000387757,HIC2,615,hypermethylated in cancer  protein transcriptional repressor btb domain containing ,"['hypermethylated', 'cancer', 'protein', 'transcriptional', 'repressor', 'btb', 'domain', 'containing']",1,0.493,0,0.507,0,0,0,1,0,0
147,15070,9606.ENSP00000389513,CT47A4,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,0,0,0,1,1
148,15098,9606.ENSP00000390070,CT47A5,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,0,0,0,1,1
149,15164,9606.ENSP00000391669,BCAR1,916,breast cancer anti estrogen resistance protein  docking protein which plays a central coordinating role for tyrosine kinase based signaling related to cell adhesion implicated in induction of cell migration overexpression confers antiestrogen resistance on breast cancer cells cas scaffolding proteins ,"['breast', 'cancer', 'anti', 'estrogen', 'resistance', 'protein', 'docking', 'protein', 'play', 'central', 'coordinating', 'role', 'tyrosine', 'kinase', 'based', 'signaling', 'related', 'cell', 'adhesion', 'implicated', 'induction', 'cell', 'migration', 'overexpression', 'confers', 'antiestrogen', 'resistance', 'breast', 'cancer', 'cell', 'ca', 'scaffolding', 'protein']",1,0.231,0.042,0.728,0,0,0,0,1,1
150,15192,9606.ENSP00000392283,CT47A7,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,0,0,0,1,1
151,15248,9606.ENSP00000393315,CT47A1,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,0,0,0,1,1
152,15345,9606.ENSP00000395389,LPAR3,353,lysophosphatidic acid receptor  receptor for lysophosphatidic acid lpa a mediator of diverse cellular activities may play a role in the development of ovarian cancer seems to be coupled to the g i g o and g q families of heteromeric g proteins ,"['lysophosphatidic', 'acid', 'receptor', 'receptor', 'lysophosphatidic', 'acid', 'lpa', 'mediator', 'diverse', 'cellular', 'activity', 'may', 'play', 'role', 'development', 'ovarian', 'cancer', 'seems', 'coupled', 'g', 'g', 'g', 'q', 'family', 'heteromeric', 'g', 'protein']",1,0.116,0.063,0.82,0,0,0,0,1,1
153,15367,9606.ENSP00000396052,BRMS1,290,breast cancer metastasis suppressor  transcriptional repressor down regulates transcription activation by nf kappa b by promoting the deacetylation of rela at lys  promotes hdac binding to promoter regions down regulates expression of anti apoptotic genes that are controlled by nf kappa b promotes apoptosis in cells that have inadequate adherence to a substrate a process called anoikis and may thereby inhibit metastasis may be a mediator of metastasis suppression in breast carcinoma ,"['breast', 'cancer', 'metastasis', 'suppressor', 'transcriptional', 'repressor', 'regulates', 'transcription', 'activation', 'nf', 'kappa', 'b', 'promoting', 'deacetylation', 'rela', 'lys', 'promotes', 'hdac', 'binding', 'promoter', 'region', 'regulates', 'expression', 'anti', 'apoptotic', 'gene', 'controlled', 'nf', 'kappa', 'b', 'promotes', 'apoptosis', 'cell', 'inadequate', 'adherence', 'substrate', 'process', 'called', 'anoikis', 'may', 'thereby', 'inhibit', 'metastasis', 'may', 'mediator', 'metastasis', 'suppression', 'breast', 'carcinoma']",1,0.178,0.09,0.731,0,0,0,1,0,0
154,15407,9606.ENSP00000396918,URGCP,931,up regulator of cell proliferation may be involved in cell cycle progression through the regulation of cyclin d expression may participate in the development of hepatocellular carcinoma hcc by promoting hepatocellular growth and survival may play an important role in development of gastric cancer ,"['regulator', 'cell', 'proliferation', 'may', 'involved', 'cell', 'cycle', 'progression', 'regulation', 'cyclin', 'expression', 'may', 'participate', 'development', 'hepatocellular', 'carcinoma', 'hcc', 'promoting', 'hepatocellular', 'growth', 'survival', 'may', 'play', 'important', 'role', 'development', 'gastric', 'cancer']",1,0.085,0.18,0.735,0,0,0,0,1,1
155,15423,9606.ENSP00000397172,BLCAP,87,bladder cancer associated protein may regulate cell proliferation and coordinate apoptosis and cell cycle progression via a novel mechanism independent of both p tp and nf kappa b ,"['bladder', 'cancer', 'associated', 'protein', 'may', 'regulate', 'cell', 'proliferation', 'coordinate', 'apoptosis', 'cell', 'cycle', 'progression', 'via', 'novel', 'mechanism', 'independent', 'p', 'tp', 'nf', 'kappa', 'b']",1,0.148,0.077,0.774,0,0,0,0,1,1
156,15477,9606.ENSP00000398410,KDM8,454,jmjc domain containing protein  histone demethylase required for g m phase cell cycle progression specifically demethylates dimethylated lys  hkme of histone h an epigenetic repressive mark thereby acting as a transcription activator regulates expression of ccna cyclin a leading to regulate cancer cell proliferation in a complex with coregulator rccd is also able to demethylate trimethylated lys  hkme of histone h plays a role in transcriptional repression of satellite repeats possibly by regulating hk methylation levels in centromeric regions ,"['jmjc', 'domain', 'containing', 'protein', 'histone', 'demethylase', 'required', 'g', 'phase', 'cell', 'cycle', 'progression', 'specifically', 'demethylates', 'dimethylated', 'lys', 'hkme', 'histone', 'h', 'epigenetic', 'repressive', 'mark', 'thereby', 'acting', 'transcription', 'activator', 'regulates', 'expression', 'ccna', 'cyclin', 'leading', 'regulate', 'cancer', 'cell', 'proliferation', 'complex', 'coregulator', 'rccd', 'also', 'able', 'demethylate', 'trimethylated', 'lys', 'hkme', 'histone', 'h', 'play', 'role', 'transcriptional', 'repression', 'satellite', 'repeat', 'possibly', 'regulating', 'hk', 'methylation', 'level', 'centromeric', 'region']",1,0.12,0.026,0.855,0,0,0,0,1,1
157,15485,9606.ENSP00000398559,CT47A3,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
158,15493,9606.ENSP00000398632,CD44,742,cd antigen receptor for hyaluronic acid ha mediates cell cell and cell matrix interactions through its affinity for ha and possibly also through its affinity for other ligands such as osteopontin collagens and matrix metalloproteinases mmps adhesion with ha plays an important role in cell migration tumor growth and progression in cancer cells may play an important role in invadopodia formation also involved in lymphocyte activation recirculation and homing and in hematopoiesis altered expression or dysfunction causes numerous pathogenic phenotypes great protein hete ,"['cd', 'antigen', 'receptor', 'hyaluronic', 'acid', 'ha', 'mediates', 'cell', 'cell', 'cell', 'matrix', 'interaction', 'affinity', 'ha', 'possibly', 'also', 'affinity', 'ligand', 'osteopontin', 'collagen', 'matrix', 'metalloproteinases', 'mmps', 'adhesion', 'ha', 'play', 'important', 'role', 'cell', 'migration', 'tumor', 'growth', 'progression', 'cancer', 'cell', 'may', 'play', 'important', 'role', 'invadopodia', 'formation', 'also', 'involved', 'lymphocyte', 'activation', 'recirculation', 'homing', 'hematopoiesis', 'altered', 'expression', 'dysfunction', 'cause', 'numerous', 'pathogenic', 'phenotype', 'great', 'protein', 'hete']",1,0.095,0.213,0.691,0,0,0,0,1,1
159,15520,9606.ENSP00000399356,CT62,136,cancer testis antigen  ,"['cancer', 'testis', 'antigen']",1,0.688,0,0.312,1,1,0,0,0,1
160,15540,9606.ENSP00000399711,CT47A6,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
161,15557,9606.ENSP00000400046,CT47A8,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
162,15886,9606.ENSP00000406861,MUC6,2439,mucin  may provide a mechanism for modulation of the composition of the protective mucus layer related to acid secretion or the presence of bacteria and noxious agents in the lumen plays an important role in the cytoprotection of epithelial surfaces and are used as tumor markers in a variety of cancers may play a role in epithelial organogenesis mucins ,"['mucin', 'may', 'provide', 'mechanism', 'modulation', 'composition', 'protective', 'mucus', 'layer', 'related', 'acid', 'secretion', 'presence', 'bacteria', 'noxious', 'agent', 'lumen', 'play', 'important', 'role', 'cytoprotection', 'epithelial', 'surface', 'used', 'tumor', 'marker', 'variety', 'cancer', 'may', 'play', 'role', 'epithelial', 'organogenesis', 'mucin']",1,0.043,0.102,0.855,0,0,0,0,1,1
163,15933,9606.ENSP00000408204,CT47A9,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
164,16006,9606.ENSP00000410400,CT47A11,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
165,16019,9606.ENSP00000410689,AFAP1,814,actin filament associated protein  can cross link actin filaments into both network and bundle structures by similarity may modulate changes in actin filament integrity and induce lamellipodia formation may function as an adapter molecule that links other proteins such as src and pkc to the actin cytoskeleton seems to play a role in the development and progression of prostate adenocarcinoma by regulating cell matrix adhesions and migration in the cancer cells pleckstrin homology domain containing ,"['actin', 'filament', 'associated', 'protein', 'cross', 'link', 'actin', 'filament', 'network', 'bundle', 'structure', 'similarity', 'may', 'modulate', 'change', 'actin', 'filament', 'integrity', 'induce', 'lamellipodia', 'formation', 'may', 'function', 'adapter', 'molecule', 'link', 'protein', 'src', 'pkc', 'actin', 'cytoskeleton', 'seems', 'play', 'role', 'development', 'progression', 'prostate', 'adenocarcinoma', 'regulating', 'cell', 'matrix', 'adhesion', 'migration', 'cancer', 'cell', 'pleckstrin', 'homology', 'domain', 'containing']",1,0.055,0.062,0.883,0,0,0,0,1,1
166,16087,9606.ENSP00000411909,CT47A10,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
167,16099,9606.ENSP00000412292,DEPDC1,811,dep domain containing protein a may be involved in transcriptional regulation as a transcriptional corepressor the depdca znf complex may play a critical role in bladder carcinogenesis by repressing the transcription of the a gene leading to transport of nf kb protein into the nucleus resulting in suppression of apoptosis of bladder cancer cells ,"['dep', 'domain', 'containing', 'protein', 'may', 'involved', 'transcriptional', 'regulation', 'transcriptional', 'corepressor', 'depdca', 'znf', 'complex', 'may', 'play', 'critical', 'role', 'bladder', 'carcinogenesis', 'repressing', 'transcription', 'gene', 'leading', 'transport', 'nf', 'kb', 'protein', 'nucleus', 'resulting', 'suppression', 'apoptosis', 'bladder', 'cancer', 'cell']",1,0.164,0.041,0.794,0,0,0,1,0,0
168,16113,9606.ENSP00000412724,FAM115C,845,trpm channel associated factor  isoform  negatively regulates the plasma membrane cation channel trpm activity involved in the recruitment of trpm to the cell surface promotes prostate cancer cell migration stimulation in a trpm dependent manner ,"['trpm', 'channel', 'associated', 'factor', 'isoform', 'negatively', 'regulates', 'plasma', 'membrane', 'cation', 'channel', 'trpm', 'activity', 'involved', 'recruitment', 'trpm', 'cell', 'surface', 'promotes', 'prostate', 'cancer', 'cell', 'migration', 'stimulation', 'trpm', 'dependent', 'manner']",1,0.113,0.062,0.825,0,0,0,0,1,1
169,16150,9606.ENSP00000413520,HID1,788,protein hid may play an important role in the development of cancers in a broad range of tissues ,"['protein', 'hid', 'may', 'play', 'important', 'role', 'development', 'cancer', 'broad', 'range', 'tissue']",1,0.071,0.214,0.714,0,0,0,0,1,1
170,16180,9606.ENSP00000414253,CT47A2,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
171,16193,9606.ENSP00000414509,CT47A12,288,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
172,16455,9606.ENSP00000418960,BRCA1,1884,breast cancer type  susceptibility protein e ubiquitin protein ligase that specifically mediates the formation of lys  linked polyubiquitin chains and plays a central role in dna repair by facilitating cellular responses to dna damage it is unclear whether it also mediates the formation of other types of polyubiquitin chains the e ubiquitin protein ligase activity is required for its tumor suppressor function the brca bard heterodimer coordinates a diverse range of cellular pathways such as dna damage repair ubiquitination and transcriptional regulation to maintain genomic ,"['breast', 'cancer', 'type', 'susceptibility', 'protein', 'e', 'ubiquitin', 'protein', 'ligase', 'specifically', 'mediates', 'formation', 'lys', 'linked', 'polyubiquitin', 'chain', 'play', 'central', 'role', 'dna', 'repair', 'facilitating', 'cellular', 'response', 'dna', 'damage', 'unclear', 'whether', 'also', 'mediates', 'formation', 'type', 'polyubiquitin', 'chain', 'e', 'ubiquitin', 'protein', 'ligase', 'activity', 'required', 'tumor', 'suppressor', 'function', 'brca', 'bard', 'heterodimer', 'coordinate', 'diverse', 'range', 'cellular', 'pathway', 'dna', 'damage', 'repair', 'ubiquitination', 'transcriptional', 'regulation', 'maintain', 'genomic']",1,0.167,0.022,0.812,0,0,0,0,1,1
173,16480,9606.ENSP00000419235,FAM115A,921,trpm channel associated factor  positively regulates the plasma membrane cation channel trpm activity involved in the recruitment of trpm to the cell surface promotes prostate cancer cell migration inhibition in a trpm dependent manner ,"['trpm', 'channel', 'associated', 'factor', 'positively', 'regulates', 'plasma', 'membrane', 'cation', 'channel', 'trpm', 'activity', 'involved', 'recruitment', 'trpm', 'cell', 'surface', 'promotes', 'prostate', 'cancer', 'cell', 'migration', 'inhibition', 'trpm', 'dependent', 'manner']",1,0.165,0.139,0.695,0,0,0,0,1,1
174,16542,9606.ENSP00000420095,ZMYND8,1234,protein kinase c binding protein  may act as a transcriptional corepressor for kdmd required for kdmd mediated down regulation of diverse metastasis associated genes the function seems to involve the recognition of the dual histone signature hkme hkac suppresses prostate cancer cell invasion bromodomain containing ,"['protein', 'kinase', 'c', 'binding', 'protein', 'may', 'act', 'transcriptional', 'corepressor', 'kdmd', 'required', 'kdmd', 'mediated', 'regulation', 'diverse', 'metastasis', 'associated', 'gene', 'function', 'seems', 'involve', 'recognition', 'dual', 'histone', 'signature', 'hkme', 'hkac', 'suppresses', 'prostate', 'cancer', 'cell', 'invasion', 'bromodomain', 'containing']",1,0.095,0,0.905,0,0,0,1,0,0
175,16781,9606.ENSP00000425493,CAGE1,839,cancer associated gene  protein cancer antigen  ,"['cancer', 'associated', 'gene', 'protein', 'cancer', 'antigen']",1,0.688,0,0.312,1,1,0,0,0,1
176,16839,9606.ENSP00000427015,RPS6KA2,741,ribosomal protein s kinase alpha  serine threonine protein kinase that acts downstream of erk mapk erk and mapk erk signaling and mediates mitogenic and stress induced activation of transcription factors regulates translation and mediates cellular proliferation survival and differentiation may function as tumor suppressor in epithelial ovarian cancer cells mitogen activated protein kinase activated protein kinases ,"['ribosomal', 'protein', 'kinase', 'alpha', 'serine', 'threonine', 'protein', 'kinase', 'act', 'downstream', 'erk', 'mapk', 'erk', 'mapk', 'erk', 'signaling', 'mediates', 'mitogenic', 'stress', 'induced', 'activation', 'transcription', 'factor', 'regulates', 'translation', 'mediates', 'cellular', 'proliferation', 'survival', 'differentiation', 'may', 'function', 'tumor', 'suppressor', 'epithelial', 'ovarian', 'cancer', 'cell', 'mitogen', 'activated', 'protein', 'kinase', 'activated', 'protein', 'kinase']",1,0.159,0,0.841,0,0,0,1,0,0
177,16851,9606.ENSP00000427342,CT45A5,189,cancer testis antigen family  member a belongs to the ct family ,"['cancer', 'testis', 'antigen', 'family', 'member', 'belongs', 'ct', 'family']",1,0.328,0,0.672,0,0,0,0,1,1
178,17080,9606.ENSP00000432353,PBOV1,135,prostate and breast cancer overexpressed  ,"['prostate', 'breast', 'cancer', 'overexpressed']",1,0.524,0,0.476,1,1,0,0,0,1
179,17154,9606.ENSP00000434045,GPR68,365,ovarian cancer g protein coupled receptor  proton sensing receptor involved in ph homeostasis may represents an osteoblastic ph sensor regulating cell mediated responses to acidosis in bone mediates its action by association with g proteins that stimulates inositol phosphate ip production or ca  mobilization the receptor is almost silent at ph   but fully activated at ph   function also as a metastasis suppressor gene in prostate cancer by similarity belongs to the g protein coupled receptor  family ,"['ovarian', 'cancer', 'g', 'protein', 'coupled', 'receptor', 'proton', 'sensing', 'receptor', 'involved', 'ph', 'homeostasis', 'may', 'represents', 'osteoblastic', 'ph', 'sensor', 'regulating', 'cell', 'mediated', 'response', 'acidosis', 'bone', 'mediates', 'action', 'association', 'g', 'protein', 'stimulates', 'inositol', 'phosphate', 'ip', 'production', 'ca', 'mobilization', 'receptor', 'almost', 'silent', 'ph', 'fully', 'activated', 'ph', 'function', 'also', 'metastasis', 'suppressor', 'gene', 'prostate', 'cancer', 'similarity', 'belongs', 'g', 'protein', 'coupled', 'receptor', 'family']",1,0.111,0.019,0.87,0,0,0,0,1,1
180,17433,9606.ENSP00000441140,NOL8,1167,nucleolar protein  plays an essential role in the survival of diffuse type gastric cancer cells acts as a nucleolar anchoring protein for ddx may be involved in regulation of gene expression at the post transcriptional level or in ribosome biogenesis in cancer cells rna binding motif containing ,"['nucleolar', 'protein', 'play', 'essential', 'role', 'survival', 'diffuse', 'type', 'gastric', 'cancer', 'cell', 'act', 'nucleolar', 'anchoring', 'protein', 'ddx', 'may', 'involved', 'regulation', 'gene', 'expression', 'post', 'transcriptional', 'level', 'ribosome', 'biogenesis', 'cancer', 'cell', 'rna', 'binding', 'motif', 'containing']",1,0.164,0.037,0.799,0,0,0,0,1,1
181,17495,9606.ENSP00000442464,NCEH1,448,neutral cholesterol ester hydrolase  hydrolyzes  acetyl monoalkylglycerol ether the penultimate precursor of the pathway for de novo synthesis of platelet activating factor may be responsible for cholesterol ester hydrolysis in macrophages thereby contributing to the development of atherosclerosis also involved in organ detoxification by hydrolyzing exogenous organophosphorus compounds may contribute to cancer pathogenesis by promoting tumor cell migration ,"['neutral', 'cholesterol', 'ester', 'hydrolase', 'hydrolyzes', 'acetyl', 'monoalkylglycerol', 'ether', 'penultimate', 'precursor', 'pathway', 'de', 'novo', 'synthesis', 'platelet', 'activating', 'factor', 'may', 'responsible', 'cholesterol', 'ester', 'hydrolysis', 'macrophage', 'thereby', 'contributing', 'development', 'atherosclerosis', 'also', 'involved', 'organ', 'detoxification', 'hydrolyzing', 'exogenous', 'organophosphorus', 'compound', 'may', 'contribute', 'cancer', 'pathogenesis', 'promoting', 'tumor', 'cell', 'migration']",1,0.106,0.073,0.821,0,0,0,0,1,1
